State,Government Function,Full-Time Employment,Full-Time Payroll (whole dollars),Part-Time Employment,Part-Time Payroll (whole dollars),Full-Time Equivalent Employment,Total Full-Time and Part-Time Employment,Total Payroll (whole dollars)
NH,Sea and Inland Port Facilities,4,"24,209",3,"5,212",5,7,"29,421"
NH,Public Welfare,"1,946","10,526,252",112,"281,290","2,020","2,058","10,807,542"
NH,Health,810,"4,814,259",52,"128,353",840,862,"4,942,612"
NH,Hospitals,535,"3,207,554",63,"108,206",572,598,"3,315,760"
NH,Social Insurance Administration,266,"1,257,522",18,"35,070",275,284,"1,292,592"
NH,Solid Waste Management,0,0,0,0,0,0,0
NH,Sewerage,0,0,0,0,0,0,0
NH,Parks and Recreation,224,"776,959",134,"119,618",284,358,"896,577"
NH,Housing and Community Development,0,0,0,0,0,0,0
NH,Natural Resources,382,"2,176,946",49,"74,898",399,431,"2,251,844"
NH,Water Supply,0,0,0,0,0,0,0
NH,Electric Power,1,"8,095",0,0,1,1,"8,095"
NH,Gas Supply,0,0,0,0,0,0,0
NH,Transit,0,0,0,0,0,0,0
NH,Education Total,"4,641","34,288,141","6,602","9,654,439","6,899","11,243","43,942,580"
NH,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
NH,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
NH,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
NH,Education - Higher Education Total,"4,396","32,952,539","6,589","9,620,820","6,646","10,985","42,573,359"
NH,Education - Higher Education Instructional,"1,506","14,430,531","2,017","5,141,801","2,349","3,523","19,572,332"
NH,Education - Higher Education Other,"2,890","18,522,008","4,572","4,479,019","4,297","7,462","23,001,027"
NH,Education - Other,245,"1,335,602",13,"33,619",253,258,"1,369,221"
NH,Libraries,23,"101,098",3,"3,128",23,26,"104,226"
NH,State liquor stores,312,"1,476,114",671,"720,127",615,983,"2,196,241"
NH,All other and unallocable,"1,204","7,003,197",345,"580,940","1,334","1,549","7,584,137"
NJ,Total - All Government Employment Functions,"118,741","826,130,174","26,343","55,876,505","129,189","145,084","882,006,679"
NJ,Financial Administration,"5,335","32,668,593",292,"619,520","5,528","5,627","33,288,113"
NJ,Other Government Administration,815,"6,300,770",39,"96,636",836,854,"6,397,406"
NJ,Judicial and Legal,"12,149","86,948,528",181,"463,906","12,245","12,330","87,412,434"
NJ,Police Protection Total,"4,619","38,306,871",91,"264,512","4,661","4,710","38,571,383"
NJ,Police Protection - Persons with Power of Arrest,"3,166","30,497,716",0,0,"3,166","3,166","30,497,716"
NJ,Police Protection - Other,"1,453","7,809,155",91,"264,512","1,495","1,544","8,073,667"
NJ,Fire Protection Total,0,0,0,0,0,0,0
NJ,Fire Protection - Firefighters,0,0,0,0,0,0,0
NJ,Fire Protection - Other,0,0,0,0,0,0,0
NJ,Corrections,"6,722","49,292,400",19,"48,825","6,732","6,741","49,341,225"
NJ,Highways,"5,436","38,396,480",462,"773,675","5,710","5,898","39,170,155"
NJ,Air Transportation,0,0,0,0,0,0,0
NJ,Sea and Inland Port Facilities,105,"664,803",7,"23,574",111,112,"688,377"
NJ,Public Welfare,"8,418","57,027,587",182,"454,827","8,513","8,600","57,482,414"
NJ,Health,"3,260","19,804,630",636,"2,069,476","3,425","3,896","21,874,106"
NJ,Hospitals,"12,014","65,515,173",894,"3,686,431","12,526","12,908","69,201,604"
NJ,Social Insurance Administration,"1,377","7,994,380",76,"273,265","1,429","1,453","8,267,645"
NJ,Solid Waste Management,420,"2,928,431",12,"19,851",426,432,"2,948,282"
NJ,Sewerage,0,0,0,0,0,0,0
NJ,Parks and Recreation,720,"4,632,086",341,"403,066",853,"1,061","5,035,152"
NJ,Housing and Community Development,0,0,0,0,0,0,0
NJ,Natural Resources,"1,842","14,023,324",390,"1,049,187","2,011","2,232","15,072,511"
NJ,Water Supply,111,"694,607",0,0,111,111,"694,607"
NJ,Electric Power,0,0,0,0,0,0,0
NJ,Gas Supply,0,0,0,0,0,0,0
NJ,Transit,"10,743","79,318,872",795,"1,634,058","11,108","11,538","80,952,930"
NJ,Education Total,"38,748","278,765,526","21,610","43,121,474","46,913","60,358","321,887,000"
NJ,Education - Elementary and Secondary Total,"4,021","33,341,184",685,"1,507,864","4,388","4,706","34,849,048"
NJ,Education - Elementary and Secondary Instructional,"3,097","28,264,888",438,"846,150","3,318","3,535","29,111,038"
NJ,Education - Elementary and Secondary Other,924,"5,076,296",247,"661,714","1,070","1,171","5,738,010"
NJ,Education - Higher Education Total,"32,599","229,759,996","20,681","41,155,551","40,247","53,280","270,915,547"
NJ,Education - Higher Education Instructional,"8,409","94,965,152","8,198","21,162,236","10,481","16,607","116,127,388"
NJ,Education - Higher Education Other,"24,190","134,794,844","12,483","19,993,315","29,766","36,673","154,788,159"
NJ,Education - Other,"2,128","15,664,346",244,"458,059","2,278","2,372","16,122,405"
NJ,Libraries,0,0,0,0,0,0,0
NJ,State liquor stores,0,0,0,0,0,0,0
NJ,All other and unallocable,"5,907","42,847,113",316,"874,222","6,051","6,223","43,721,335"
NM,Total - All Government Employment Functions,"41,662","249,903,128","12,546","21,584,347","46,161","54,208","271,487,475"
NM,Financial Administration,"1,655","9,527,895",18,"36,545","1,673","1,673","9,564,440"
NM,Other Government Administration,628,"4,163,669",0,0,628,628,"4,163,669"
NM,Judicial and Legal,"3,278","19,663,752",40,"124,781","3,296","3,318","19,788,533"
NM,Police Protection Total,572,"3,546,715",15,"85,644",572,587,"3,632,359"
NM,Police Protection - Persons with Power of Arrest,487,"2,958,069",0,0,487,487,"2,958,069"
NM,Police Protection - Other,85,"588,646",15,"85,644",85,100,"674,290"
NM,Fire Protection Total,0,0,0,0,0,0,0
NM,Fire Protection - Firefighters,0,0,0,0,0,0,0
NM,Fire Protection - Other,0,0,0,0,0,0,0
NM,Corrections,"3,265","16,336,247",13,"77,442","3,274","3,278","16,413,689"
NM,Highways,"2,136","11,328,594",0,0,"2,136","2,136","11,328,594"
NM,Air Transportation,0,0,0,0,0,0,0
NM,Sea and Inland Port Facilities,0,0,0,0,0,0,0
NM,Public Welfare,"1,703","8,793,653",2,"6,594","1,705","1,705","8,800,247"
NM,Health,"1,983","11,249,258",19,"134,068","2,001","2,002","11,383,326"
NM,Hospitals,"7,617","44,149,162","1,067","3,573,328","8,237","8,684","47,722,490"
NM,Social Insurance Administration,550,"2,523,825",12,"18,647",562,562,"2,542,472"
NM,Solid Waste Management,0,0,0,0,0,0,0
NM,Sewerage,0,0,0,0,0,0,0
NM,Parks and Recreation,688,"2,854,925",21,"37,222",702,709,"2,892,147"
NM,Housing and Community Development,59,"230,932",5,"3,837",59,64,"234,769"
NM,Natural Resources,"1,011","5,384,346",75,"120,422","1,043","1,086","5,504,768"
NM,Water Supply,0,0,0,0,0,0,0
NM,Electric Power,0,0,0,0,0,0,0
NM,Gas Supply,0,0,0,0,0,0,0
NM,Transit,0,0,0,0,0,0,0
NM,Education Total,"14,688","99,614,839","11,247","17,326,925","18,434","25,935","116,941,764"
NM,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
NM,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
NM,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
NM,Education - Higher Education Total,"13,708","94,137,477","11,204","17,270,409","17,434","24,912","111,407,886"
NM,Education - Higher Education Instructional,"3,897","45,333,371","3,409","8,223,228","4,937","7,306","53,556,599"
NM,Education - Higher Education Other,"9,811","48,804,106","7,795","9,047,181","12,497","17,606","57,851,287"
NM,Education - Other,980,"5,477,362",43,"56,516","1,000","1,023","5,533,878"
NM,Libraries,0,0,0,0,0,0,0
NM,State liquor stores,0,0,0,0,0,0,0
NM,All other and unallocable,"1,829","10,535,316",12,"38,892","1,839","1,841","10,574,208"
NY,Total - All Government Employment Functions,"225,603","1,702,257,172","38,820","95,011,320","239,997","264,423","1,797,268,492"
NY,Financial Administration,"13,118","91,136,985",146,"327,439","13,187","13,264","91,464,424"
NY,Other Government Administration,"3,964","23,588,020",12,"51,294","3,971","3,976","23,639,314"
NY,Judicial and Legal,"18,566","166,109,876",294,"1,425,291","18,774","18,860","167,535,167"
NY,Police Protection Total,"5,889","64,047,149",112,"202,167","5,967","6,001","64,249,316"
NY,Police Protection - Persons with Power of Arrest,"4,776","57,076,208",0,0,"4,776","4,776","57,076,208"
NY,Police Protection - Other,"1,113","6,970,941",112,"202,167","1,191","1,225","7,173,108"
NY,Fire Protection Total,0,0,0,0,0,0,0
NY,Fire Protection - Firefighters,0,0,0,0,0,0,0
NY,Fire Protection - Other,0,0,0,0,0,0,0
NY,Corrections,"27,763","188,032,382",144,"664,000","27,852","27,907","188,696,382"
NY,Highways,"9,376","66,355,185",110,"325,817","9,429","9,486","66,681,002"
NY,Air Transportation,167,"882,309",1,"6,289",167,168,"888,598"
NY,Sea and Inland Port Facilities,615,"4,378,371",31,"45,855",628,646,"4,424,226"
NY,Public Welfare,"4,111","26,428,337",140,"458,605","4,208","4,251","26,886,942"
NY,Health,"8,586","63,221,260",261,"1,154,818","8,747","8,847","64,376,078"
NY,Hospitals,"41,216","307,773,006","4,242","19,169,815","43,702","45,458","326,942,821"
NY,Social Insurance Administration,"6,590","43,680,418",55,"382,055","6,633","6,645","44,062,473"
NY,Solid Waste Management,0,0,0,0,0,0,0
NY,Sewerage,0,0,0,0,0,0,0
NY,Parks and Recreation,"3,159","15,816,933",13,"38,569","3,171","3,172","15,855,502"
NY,Housing and Community Development,0,0,0,0,0,0,0
NY,Natural Resources,"2,924","19,269,322",49,"70,641","2,936","2,973","19,339,963"
NY,Water Supply,0,0,0,0,0,0,0
NY,Electric Power,"2,030","23,797,591",47,"215,377","2,053","2,077","24,012,968"
NY,Gas Supply,0,0,0,0,0,0,0
NY,Transit,"15,717","154,486,710",111,"363,097","15,777","15,828","154,849,807"
NY,Education Total,"50,040","354,438,465","32,605","68,248,855","60,821","82,645","422,687,320"
NY,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
NY,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
NY,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
NY,Education - Higher Education Total,"45,421","320,680,707","32,547","68,037,841","56,171","77,968","388,718,548"
NY,Education - Higher Education Instructional,"15,549","140,321,269","17,304","44,748,218","20,541","32,853","185,069,487"
NY,Education - Higher Education Other,"29,872","180,359,438","15,243","23,289,623","35,630","45,115","203,649,061"
NY,Education - Other,"4,619","33,757,758",58,"211,014","4,650","4,677","33,968,772"
NY,Libraries,0,0,0,0,0,0,0
NY,State liquor stores,0,0,0,0,0,0,0
NY,All other and unallocable,"11,772","88,814,853",447,"1,861,336","11,974","12,219","90,676,189"
NC,Total - All Government Employment Functions,"125,785","802,095,916","43,385","59,122,147","142,209","169,170","861,218,063"
NC,Financial Administration,"4,185","28,195,183",85,"58,154","4,191","4,270","28,253,337"
NC,Other Government Administration,"1,005","5,726,103",234,"320,197","1,167","1,239","6,046,300"
NC,Judicial and Legal,"7,012","42,798,156",474,"369,409","7,032","7,486","43,167,565"
NC,Police Protection Total,"6,024","37,629,277",2,"6,958","6,024","6,026","37,636,235"
NC,Police Protection - Persons with Power of Arrest,"4,727","32,270,183",2,"6,958","4,727","4,729","32,277,141"
NC,Police Protection - Other,"1,297","5,359,094",0,0,"1,297","1,297","5,359,094"
NC,Fire Protection Total,0,0,0,0,0,0,0
NC,Fire Protection - Firefighters,0,0,0,0,0,0,0
NC,Fire Protection - Other,0,0,0,0,0,0,0
NC,Corrections,"11,882","64,132,051","2,039","22,893","13,015","13,921","64,154,944"
NC,Highways,"7,686","42,855,867",17,"68,581","7,698","7,703","42,924,448"
NC,Air Transportation,0,0,0,0,0,0,0
NC,Sea and Inland Port Facilities,166,"1,186,143",1,"1,653",167,167,"1,187,796"
NC,Public Welfare,938,"5,615,660",18,"42,758",939,956,"5,658,418"
NC,Health,"1,750","8,725,396",124,"299,321","1,809","1,874","9,024,717"
NC,Hospitals,"21,526","136,735,720","1,597","4,034,244","21,924","23,123","140,769,964"
NC,Social Insurance Administration,"1,065","5,795,253",49,"198,475","1,069","1,114","5,993,728"
NC,Solid Waste Management,254,"947,241",0,0,254,254,"947,241"
NC,Sewerage,0,0,0,0,0,0,0
NC,Parks and Recreation,"1,160","5,122,629",194,"209,105","1,276","1,354","5,331,734"
NC,Housing and Community Development,0,0,0,0,0,0,0
NC,Natural Resources,"3,826","17,560,957",15,"35,591","3,831","3,841","17,596,548"
NC,Water Supply,0,0,0,0,0,0,0
NC,Electric Power,0,0,0,0,0,0,0
NC,Gas Supply,0,0,0,0,0,0,0
NC,Transit,0,0,0,0,0,0,0
NC,Education Total,"52,164","368,329,818","38,448","53,298,874","66,645","90,612","421,628,692"
NC,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
NC,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
NC,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
NC,Education - Higher Education Total,"49,421","350,039,169","38,165","53,161,735","63,893","87,586","403,200,904"
NC,Education - Higher Education Instructional,"13,107","112,841,613","6,211","13,363,830","15,576","19,318","126,205,443"
NC,Education - Higher Education Other,"36,314","237,197,556","31,954","39,797,905","48,317","68,268","276,995,461"
NC,Education - Other,"2,743","18,290,649",283,"137,139","2,752","3,026","18,427,788"
NC,Libraries,0,0,0,0,0,0,0
NC,State liquor stores,0,0,0,0,0,0,0
NC,All other and unallocable,"5,142","30,740,462",88,"155,934","5,168","5,230","30,896,396"
ND,Total - All Government Employment Functions,"15,684","90,461,697","8,543","10,832,542","18,333","24,227","101,294,239"
ND,Financial Administration,596,"3,173,532",40,"77,235",613,636,"3,250,767"
ND,Other Government Administration,288,"1,472,544",151,"34,077",359,439,"1,506,621"
ND,Judicial and Legal,636,"4,177,448",80,"72,513",656,716,"4,249,961"
ND,Police Protection Total,184,"1,365,687",9,"15,619",188,193,"1,381,306"
ND,Police Protection - Persons with Power of Arrest,151,"1,204,696",0,0,151,151,"1,204,696"
ND,Police Protection - Other,33,"160,991",9,"15,619",37,42,"176,610"
ND,Fire Protection Total,0,0,0,0,0,0,0
ND,Fire Protection - Firefighters,0,0,0,0,0,0,0
ND,Fire Protection - Other,0,0,0,0,0,0,0
ND,Corrections,879,"4,185,571",66,"148,762",909,945,"4,334,333"
ND,Highways,893,"5,317,276",6,"12,016",896,899,"5,329,292"
ND,Air Transportation,0,0,0,0,0,0,0
ND,Sea and Inland Port Facilities,0,0,0,0,0,0,0
ND,Public Welfare,839,"4,575,734",156,"449,154",936,995,"5,024,888"
ND,Health,"1,619","7,638,263",197,"451,074","1,699","1,816","8,089,337"
ND,Hospitals,550,"2,796,335",130,"217,208",589,680,"3,013,543"
ND,Social Insurance Administration,174,"819,322",14,"19,615",179,188,"838,937"
ND,Solid Waste Management,0,0,0,0,0,0,0
ND,Sewerage,0,0,0,0,0,0,0
ND,Parks and Recreation,180,"796,370",34,"38,375",199,214,"834,745"
ND,Housing and Community Development,0,0,0,0,0,0,0
ND,Natural Resources,"1,070","5,774,019",405,"683,895","1,218","1,475","6,457,914"
ND,Water Supply,0,0,0,0,0,0,0
ND,Electric Power,0,0,0,0,0,0,0
ND,Gas Supply,0,0,0,0,0,0,0
ND,Transit,0,0,0,0,0,0,0
ND,Education Total,"6,095","37,957,208","7,134","8,440,515","8,176","13,229","46,397,723"
ND,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
ND,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
ND,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
ND,Education - Higher Education Total,"5,899","36,929,156","7,020","8,279,404","7,930","12,919","45,208,560"
ND,Education - Higher Education Instructional,"1,827","15,249,530","2,694","5,273,244","2,822","4,521","20,522,774"
ND,Education - Higher Education Other,"4,072","21,679,626","4,326","3,006,160","5,108","8,398","24,685,786"
ND,Education - Other,196,"1,028,052",114,"161,111",246,310,"1,189,163"
ND,Libraries,0,0,0,0,0,0,0
ND,State liquor stores,0,0,0,0,0,0,0
ND,All other and unallocable,"1,681","10,412,388",121,"172,484","1,716","1,802","10,584,872"
OH,Total - All Government Employment Functions,"117,107","808,121,860","58,892","85,263,405","138,898","175,999","893,385,265"
OH,Financial Administration,"5,410","39,221,288",167,"266,199","5,494","5,577","39,487,487"
OH,Other Government Administration,803,"5,349,684",102,"37,291",829,905,"5,386,975"
OH,Judicial and Legal,"2,714","22,131,046",135,"320,616","2,781","2,849","22,451,662"
OH,Police Protection Total,"2,394","16,908,005",10,"9,618","2,400","2,404","16,917,623"
OH,Police Protection - Persons with Power of Arrest,"1,316","10,652,046",0,0,"1,316","1,316","10,652,046"
OH,Police Protection - Other,"1,078","6,255,959",10,"9,618","1,084","1,088","6,265,577"
OH,Fire Protection Total,0,0,0,0,0,0,0
OH,Fire Protection - Firefighters,0,0,0,0,0,0,0
OH,Fire Protection - Other,0,0,0,0,0,0,0
OH,Corrections,"12,031","75,701,046",66,"176,743","12,073","12,097","75,877,789"
OH,Highways,"5,464","33,835,945",519,"803,434","5,827","5,983","34,639,379"
OH,Air Transportation,0,0,0,0,0,0,0
OH,Sea and Inland Port Facilities,0,0,0,0,0,0,0
OH,Public Welfare,"2,481","18,802,299",224,"422,641","2,662","2,705","19,224,940"
OH,Health,"4,204","28,498,089",298,"888,668","4,413","4,502","29,386,757"
OH,Hospitals,"17,121","111,774,028","3,203","20,895,500","18,809","20,324","132,669,528"
OH,Social Insurance Administration,"1,217","7,902,301",19,"33,234","1,226","1,236","7,935,535"
OH,Solid Waste Management,0,0,0,0,0,0,0
OH,Sewerage,0,0,0,0,0,0,0
OH,Parks and Recreation,399,"2,278,486",306,"236,520",557,705,"2,515,006"
OH,Housing and Community Development,0,0,0,0,0,0,0
OH,Natural Resources,"2,268","12,994,927",163,"234,377","2,377","2,431","13,229,304"
OH,Water Supply,0,0,0,0,0,0,0
OH,Electric Power,0,0,0,0,0,0,0
OH,Gas Supply,0,0,0,0,0,0,0
OH,Transit,0,0,0,0,0,0,0
OH,Education Total,"56,488","402,985,329","53,405","60,737,574","75,238","109,893","463,722,903"
OH,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
OH,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
OH,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
OH,Education - Higher Education Total,"54,245","387,820,623","53,301","60,663,362","72,961","107,546","448,483,985"
OH,Education - Higher Education Instructional,"19,125","187,043,679","13,322","22,254,674","23,854","32,447","209,298,353"
OH,Education - Higher Education Other,"35,120","200,776,944","39,979","38,408,688","49,107","75,099","239,185,632"
OH,Education - Other,"2,243","15,164,706",104,"74,212","2,277","2,347","15,238,918"
OH,Libraries,0,0,0,0,0,0,0
OH,State liquor stores,0,0,0,0,0,0,0
OH,All other and unallocable,"4,113","29,739,387",275,"200,990","4,212","4,388","29,940,377"
OK,Total - All Government Employment Functions,"56,357","295,842,481","20,954","25,849,695","62,734","77,311","321,692,176"
OK,Financial Administration,"2,303","12,902,545",23,"51,505","2,311","2,326","12,954,050"
OK,Other Government Administration,475,"2,372,563",63,"116,470",516,538,"2,489,033"
OK,Judicial and Legal,"2,499","14,290,199",130,"164,907","2,553","2,629","14,455,106"
OK,Police Protection Total,"1,707","6,986,034",32,"40,334","1,721","1,739","7,026,368"
OK,Police Protection - Persons with Power of Arrest,967,"2,649,087",0,0,967,967,"2,649,087"
OK,Police Protection - Other,740,"4,336,947",32,"40,334",754,772,"4,377,281"
OK,Fire Protection Total,0,0,0,0,0,0,0
OK,Fire Protection - Firefighters,0,0,0,0,0,0,0
OK,Fire Protection - Other,0,0,0,0,0,0,0
OK,Corrections,"4,082","20,423,170",36,"90,650","4,098","4,118","20,513,820"
OK,Highways,"2,771","13,595,165",12,"5,149","2,771","2,783","13,600,314"
OK,Air Transportation,12,"77,783",2,"6,457",12,14,"84,240"
OK,Sea and Inland Port Facilities,0,0,0,0,0,0,0
OK,Public Welfare,"6,386","20,977,794",26,"38,860","6,400","6,412","21,016,654"
OK,Health,"5,160","23,756,843",275,"588,113","5,298","5,435","24,344,956"
OK,Hospitals,962,"4,772,026",46,"143,208",984,"1,008","4,915,234"
OK,Social Insurance Administration,688,"4,379,529",50,"261,213",720,738,"4,640,742"
OK,Solid Waste Management,75,"432,276",2,"1,362",76,77,"433,638"
OK,Sewerage,0,0,0,0,0,0,0
OK,Parks and Recreation,675,"2,420,928",220,"240,338",795,895,"2,661,266"
OK,Housing and Community Development,0,0,0,0,0,0,0
OK,Natural Resources,"1,508","6,835,555",419,"387,232","1,638","1,927","7,222,787"
OK,Water Supply,0,0,0,0,0,0,0
OK,Electric Power,640,"4,877,318",25,"49,272",649,665,"4,926,590"
OK,Gas Supply,0,0,0,0,0,0,0
OK,Transit,0,0,0,0,0,0,0
OK,Education Total,"23,745","143,367,278","19,469","23,421,104","29,469","43,214","166,788,382"
OK,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
OK,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
OK,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
OK,Education - Higher Education Total,"22,083","135,517,790","19,387","23,318,239","27,773","41,470","158,836,029"
OK,Education - Higher Education Instructional,"6,964","58,401,594","8,445","14,716,139","9,325","15,409","73,117,733"
OK,Education - Higher Education Other,"15,119","77,116,196","10,942","8,602,100","18,448","26,061","85,718,296"
OK,Education - Other,"1,662","7,849,488",82,"102,865","1,696","1,744","7,952,353"
OK,Libraries,0,0,0,0,0,0,0
OK,State liquor stores,0,0,0,0,0,0,0
OK,All other and unallocable,"2,669","13,375,475",124,"243,521","2,723","2,793","13,618,996"
OR,Total - All Government Employment Functions,"69,348","478,977,522","26,682","61,665,994","78,323","96,030","540,643,516"
OR,Financial Administration,"3,617","28,057,717",94,"259,659","3,665","3,711","28,317,376"
OR,Other Government Administration,885,"8,055,089",179,"529,695",977,"1,064","8,584,784"
OR,Judicial and Legal,"3,653","28,150,526",101,"545,092","3,711","3,754","28,695,618"
OR,Police Protection Total,"1,295","11,160,590",125,"157,785","1,324","1,420","11,318,375"
OR,Police Protection - Persons with Power of Arrest,627,"6,326,242",6,"10,512",630,633,"6,336,754"
OR,Police Protection - Other,668,"4,834,348",119,"147,273",694,787,"4,981,621"
OR,Fire Protection Total,0,0,0,0,0,0,0
OR,Fire Protection - Firefighters,0,0,0,0,0,0,0
OR,Fire Protection - Other,0,0,0,0,0,0,0
OR,Corrections,"4,848","40,889,227",100,"422,216","4,890","4,948","41,311,443"
OR,Highways,"3,551","27,334,832",100,"374,951","3,615","3,651","27,709,783"
OR,Air Transportation,11,"90,610",0,0,11,11,"90,610"
OR,Sea and Inland Port Facilities,0,0,0,0,0,0,0
OR,Public Welfare,"10,979","38,479,735",298,"832,918","11,114","11,277","39,312,653"
OR,Health,"2,250","15,912,084",43,"175,424","2,274","2,293","16,087,508"
OR,Hospitals,"7,518","52,318,689","4,078","28,289,424","9,754","11,596","80,608,113"
OR,Social Insurance Administration,"2,968","19,631,965",49,"186,744","2,998","3,017","19,818,709"
OR,Solid Waste Management,0,0,0,0,0,0,0
OR,Sewerage,0,0,0,0,0,0,0
OR,Parks and Recreation,406,"2,642,742",10,"30,054",412,416,"2,672,796"
OR,Housing and Community Development,0,0,0,0,0,0,0
OR,Natural Resources,"2,404","16,845,571",321,"528,336","2,551","2,725","17,373,907"
OR,Water Supply,0,0,0,0,0,0,0
OR,Electric Power,0,0,0,0,0,0,0
OR,Gas Supply,0,0,0,0,0,0,0
OR,Transit,0,0,0,0,0,0,0
OR,Education Total,"23,454","176,848,839","21,092","29,191,743","29,493","44,546","206,040,582"
OR,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
OR,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
OR,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
OR,Education - Higher Education Total,"22,681","169,031,189","21,058","29,131,790","28,707","43,739","198,162,979"
OR,Education - Higher Education Instructional,"7,384","66,703,667","6,629","15,030,548","9,519","14,013","81,734,215"
OR,Education - Higher Education Other,"15,297","102,327,522","14,429","14,101,242","19,188","29,726","116,428,764"
OR,Education - Other,773,"7,817,650",34,"59,953",786,807,"7,877,603"
OR,Libraries,0,0,0,0,0,0,0
OR,State liquor stores,291,"2,059,629",6,"13,800",295,297,"2,073,429"
OR,All other and unallocable,"1,218","10,499,677",86,"128,153","1,239","1,304","10,627,830"
PA,Total - All Government Employment Functions,"135,527","906,332,664","42,885","107,553,469","149,125","178,412","1,013,886,133"
PA,Financial Administration,"5,896","34,298,881",38,"85,311","5,918","5,934","34,384,192"
PA,Other Government Administration,"3,564","21,738,510",251,"963,937","3,738","3,815","22,702,447"
PA,Judicial and Legal,"3,037","36,397,307",120,"944,090","3,097","3,157","37,341,397"
PA,Police Protection Total,"6,523","51,237,751",5,"10,527","6,525","6,528","51,248,278"
PA,Police Protection - Persons with Power of Arrest,"4,687","41,709,531",0,0,"4,687","4,687","41,709,531"
PA,Police Protection - Other,"1,836","9,528,220",5,"10,527","1,838","1,841","9,538,747"
PA,Fire Protection Total,0,0,0,0,0,0,0
PA,Fire Protection - Firefighters,0,0,0,0,0,0,0
PA,Fire Protection - Other,0,0,0,0,0,0,0
PA,Corrections,"16,159","108,090,759",38,"130,480","16,176","16,197","108,221,239"
PA,Highways,"11,457","62,816,059",13,"35,282","11,462","11,470","62,851,341"
PA,Air Transportation,18,"124,555",0,0,18,18,"124,555"
PA,Sea and Inland Port Facilities,0,0,0,0,0,0,0
PA,Public Welfare,"10,761","53,790,217",92,"309,716","10,798","10,853","54,099,933"
PA,Health,"4,175","23,865,091",79,"227,505","4,191","4,254","24,092,596"
PA,Hospitals,"7,362","48,507,006","1,195","9,371,801","7,751","8,557","57,878,807"
PA,Social Insurance Administration,"2,288","12,128,792",3,"17,821","2,289","2,291","12,146,613"
PA,Solid Waste Management,0,0,0,0,0,0,0
PA,Sewerage,0,0,0,0,0,0,0
PA,Parks and Recreation,"1,167","5,571,608",0,0,"1,167","1,167","5,571,608"
PA,Housing and Community Development,0,0,0,0,0,0,0
PA,Natural Resources,"5,420","30,011,557","1,125","3,083,198","5,765","6,545","33,094,755"
PA,Water Supply,0,0,0,0,0,0,0
PA,Electric Power,0,0,0,0,0,0,0
PA,Gas Supply,0,0,0,0,0,0,0
PA,Transit,0,0,0,0,0,0,0
PA,Education Total,"49,688","373,355,551","37,427","87,705,328","60,892","87,115","461,060,879"
PA,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
PA,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
PA,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
PA,Education - Higher Education Total,"46,972","357,124,039","37,418","87,670,272","58,172","84,390","444,794,311"
PA,Education - Higher Education Instructional,"14,834","158,521,279","12,015","50,262,432","19,093","26,849","208,783,711"
PA,Education - Higher Education Other,"32,138","198,602,760","25,403","37,407,840","39,079","57,541","236,010,600"
PA,Education - Other,"2,716","16,231,512",9,"35,056","2,720","2,725","16,266,568"
PA,Libraries,34,"199,724",0,0,34,34,"199,724"
PA,State liquor stores,"3,207","14,084,873","2,377","4,437,243","4,493","5,584","18,522,116"
PA,All other and unallocable,"4,771","30,114,423",122,"231,230","4,811","4,893","30,345,653"
RI,Total - All Government Employment Functions,"19,062","133,926,027","6,090","8,787,245","20,376","25,152","142,713,272"
RI,Financial Administration,823,"5,381,122",2,"6,689",824,825,"5,387,811"
RI,Other Government Administration,762,"5,347,445",39,"141,032",768,801,"5,488,477"
RI,Judicial and Legal,"1,174","8,717,647",17,"40,973","1,184","1,191","8,758,620"
RI,Police Protection Total,313,"3,684,038",4,"16,319",315,317,"3,700,357"
RI,Police Protection - Persons with Power of Arrest,251,"3,055,254",0,0,251,251,"3,055,254"
